transaction_id,customer_id,amount,currency,status,payment_type,merchant,timestamp
0e570a67-0164-4007-b29c-885af8ad971e,6cb9b365-cebe-4b7a-8a72-18aba41bd9d3,46004.6,SGD,reversed,UPI,Flipkart,2026-02-09T16:47:16.399853
69856559-b0c1-41c8-bb21-54c8e03cbb47,a371fab9-7bf0-4777-86a4-05b01912b31d,1423.94,INR,pending,IMPS,Swiggy,2026-02-12T13:47:16.399857
220cb8f6-c79e-4860-ab64-265b185c79c6,31757c05-a6a9-4250-9e9f-4a002715715c,30985.73,EUR,failed,WALLET,Zomato,2026-03-12T12:47:16.399861
fbe33092-355f-40af-8756-3fa50d62cdf0,e6ea1932-b68b-4eae-98bb-57cb81522ac7,2091.04,SGD,failed,NEFT,Amazon,2026-03-15T08:47:16.399866
ce40863f-e7c9-4426-a105-426b45fc8128,b0770b3d-b4f4-40d6-9a96-e4b1e5aaf3c0,51984.18,SGD,failed,UPI,Zomato,2026-03-12T21:47:16.399870
08e048a7-99e6-4142-a8a8-e5389ac96db9,93e576ec-c8eb-4038-9296-9630dce01287,74468.42,INR,completed,IMPS,Netflix,2026-01-26T11:47:16.399874
05104281-18f5-48f7-91f9-767fb2497e63,8f6d306c-8d3c-459a-b49f-3b395b0128ab,99831.32,USD,reversed,UPI,Zomato,2026-04-10T02:47:16.399879
2a482e55-4897-44e2-af88-59870a083377,ecef976f-875a-4323-9e13-3c2f51126551,83495.93,SGD,failed,UPI,Swiggy,2026-03-29T15:47:16.399883
66433d1b-e837-4c07-a8bd-00e7cf71026c,d450ad7a-fc0c-4fe4-ab8d-dcee9143b63e,98596.97,GBP,pending,CARD,Amazon,2026-02-22T06:47:16.399887
9f6cf67b-c56e-4313-94e5-bdc5a0c68794,b755af1a-f154-468b-ace4-8f2bfdb3bbf9,8835.53,INR,completed,WALLET,Amazon,2026-03-28T10:47:16.399892
63cbb1be-e70d-4268-9107-d4d946287f15,1f78f2e4-405b-4ac7-b8d6-8f289deab02c,91577.37,EUR,completed,CARD,Uber,2026-02-01T14:47:16.399896
db63569e-55e1-4a8a-b1d3-7ec7bc46c359,994db8af-6c81-459e-b41d-2a08ca52e995,41763.67,EUR,pending,NEFT,Swiggy,2026-04-04T14:47:16.399900
18696eef-88b7-4aeb-872a-d4fc5a66f358,c33d23c3-4343-4922-a574-57b27d254909,84436.73,GBP,failed,WALLET,Uber,2026-02-22T09:47:16.399904
e74483cb-8768-46bf-9f27-fe286fdcab81,69674dec-5e8f-404b-9f7b-7b2ce7639105,71196.39,USD,reversed,WALLET,Netflix,2026-02-18T21:47:16.399909
c8df8a01-73bf-4b27-b4f6-f97a06e33afa,8706943c-4b46-40ba-bf94-af484b86cf1a,49930.11,GBP,pending,WALLET,Flipkart,2026-03-26T03:47:16.399913
c1231e4b-530e-4778-9d4f-d66d933697a0,0a9caac8-894c-42c2-980d-09e4af5ee6d8,25032.06,USD,completed,CARD,Amazon,2026-03-04T07:47:16.399918
3021d8b3-7b8d-45bd-b4c7-0bdcb3de3648,5ef641eb-db6f-4e9d-b98b-f149ebd94443,73011.88,EUR,failed,WALLET,Amazon,2026-03-18T09:47:16.399922
95c536b2-745a-414d-824d-1ac8feaabdd4,a354ab26-2dab-4b14-9cb6-347db2c1eb37,74914.26,INR,failed,UPI,Zomato,2026-03-15T08:47:16.399926
bb55a17e-8000-4632-9e8e-c34acc800b8e,5fc6757f-5ec2-49e8-9a8c-8e95f891c575,4831.91,INR,failed,IMPS,Zomato,2026-01-29T04:47:16.399931
1ce4db88-3649-48f3-bc61-3f35b337365f,62efa741-14b2-4f90-aee1-ea859d4d1a64,98839.08,SGD,pending,WALLET,Amazon,2026-02-14T08:47:16.399935
14e6b99d-9bc1-424b-8100-d76df552cbc3,5a83f0ab-2ad2-4045-823a-23d8cc23142d,47903.63,GBP,completed,UPI,Netflix,2026-02-15T13:47:16.399939
f744ee32-8b13-4dd6-bd3e-c430ea273f3c,de5f82a8-44f4-4a7a-9d37-e067593dc25e,57191.63,INR,failed,NEFT,Swiggy,2026-02-23T16:47:16.399943
31222ce4-c199-4848-8dc4-b236c7f38642,748de66b-8796-4d95-ba90-a375e469adf7,7295.41,SGD,pending,NEFT,Swiggy,2026-03-17T01:47:16.399948
0269c9fe-33e0-4ced-99e4-95d9e2d48209,1aa01e22-4899-43f6-8298-f10a920f81ef,29902.31,EUR,completed,NEFT,Amazon,2026-03-26T08:47:16.399952
8f9e7a47-ebfb-41fa-9b68-fcaa901f7944,d13bf504-bddb-491c-8ae6-000e2c4d4d84,66898.76,GBP,failed,NEFT,Flipkart,2026-03-22T23:47:16.399956
cde5c37f-66c3-447d-95e8-65c24129506f,77cd054d-ba80-4473-af8c-71df5e048b4f,8230.65,USD,failed,CARD,Amazon,2026-04-14T03:47:16.399961
cd1bf4c1-a3b2-42d5-a89d-9257943438b9,6e1d43ad-00b4-4d5e-8211-e18ada991189,1891.58,INR,pending,CARD,Uber,2026-03-16T01:47:16.399965
57e83804-d6a1-4a58-9934-5d44cb1ddc51,596ea57a-1fa6-4a2e-bd48-17146c93058f,93395.77,USD,failed,IMPS,Flipkart,2026-02-06T14:47:16.399969
07335e34-94b6-4330-9943-3468855521ac,32583466-2aed-4bdb-8821-f8f1aa3e1a81,99396.66,INR,reversed,CARD,Zomato,2026-01-28T21:47:16.399974
043238bf-f89b-4c08-9427-755bffea06e9,5a83f0ab-2ad2-4045-823a-23d8cc23142d,59249.24,INR,pending,WALLET,Netflix,2026-03-12T13:47:16.399978
13abe24a-0c11-40c0-bad9-9bfe49d7d0b4,3bfcc90c-98f2-453c-97a8-eaf3958c37fc,34193.8,USD,completed,CARD,Amazon,2026-01-21T11:47:16.399982
d5ccefae-f9af-4aaa-8ab9-4cd01b85954c,ec765c6f-39f8-4bb6-a24f-ea126fa7602b,13532.75,USD,failed,WALLET,Uber,2026-02-26T14:47:16.399987
899eaeee-9609-444f-a2fc-5fc4edb2d172,2b8858a3-0e29-4030-910b-4e9070a1ea6f,377.77,USD,failed,NEFT,Uber,2026-01-22T23:47:16.399991
311b2190-dd3b-4a5f-bb63-a3415dda0db7,d2650671-c8ff-460a-b825-e0542e6817aa,88701.04,INR,failed,NEFT,Swiggy,2026-02-08T22:47:16.399995
a3d69ffb-71b9-4967-96b4-92c6d7ad7025,5efacbca-8950-4108-ad7b-a46bd4468589,21849.38,EUR,failed,IMPS,Amazon,2026-02-03T13:47:16.400000
4930b468-f811-4bff-90c7-331b8106b197,191478c9-644a-4a4e-b20e-c9f24d3ab651,58471.19,USD,completed,CARD,Zomato,2026-02-02T09:47:16.400004
58b4c746-3125-4a6f-8761-05138946c790,4ab98c4c-ac0a-484e-9b27-00b1b640a479,17498.6,SGD,completed,NEFT,Flipkart,2026-01-27T13:47:16.400008
d203c3e7-205b-4605-b668-1be71d676c9a,32583466-2aed-4bdb-8821-f8f1aa3e1a81,27748.94,INR,reversed,WALLET,Amazon,2026-01-18T10:47:16.400014
ac9d49b9-45f2-41b3-96d1-f8d80b65ed0c,3bfcc90c-98f2-453c-97a8-eaf3958c37fc,92861.54,SGD,completed,CARD,Amazon,2026-02-26T11:47:16.400019
388a5d0a-46e5-432c-ba2f-1313692f9541,dbfa836f-4fad-4cef-bd13-44da59a71e9f,27073.48,EUR,pending,CARD,Zomato,2026-04-06T07:47:16.400023
62954bb0-8d7f-4bca-b1a9-4948cc3b1c02,39a5baeb-0f2e-4484-abec-1d14c004553a,66028.13,USD,pending,IMPS,Flipkart,2026-03-18T06:47:16.400027
bfae110f-eeda-4949-b742-c9a3d82e804c,476d4fa7-f237-4f30-9ccf-ae01ca3387fa,29622.82,INR,pending,CARD,Flipkart,2026-01-21T06:47:16.400032
cbf7dbe4-1281-4899-be84-ef7dff4afc3a,86b1e58a-b9ba-4044-8a01-c1c922bc8502,4872.11,INR,pending,WALLET,Amazon,2026-01-20T03:47:16.400036
9e479c1a-6afb-48bc-9ee3-363adb89f7c6,d09e6269-a40d-47a9-8b1f-608a9d3f8ff7,45821.43,INR,reversed,IMPS,Flipkart,2026-02-06T11:47:16.400040
5b07faa2-4044-48fe-9fdf-3c0da7fe3bac,97ae7dd6-e460-4485-9336-017a90158ecc,98009.4,SGD,pending,WALLET,Flipkart,2026-01-30T11:47:16.400045
352de07c-7c6a-4b97-8345-4585f88a2ce4,265f177b-17a3-4b48-9e2f-16f26b89b8f5,95276.84,SGD,pending,WALLET,Amazon,2026-02-19T16:47:16.400049
d693d6f5-e9bc-44d2-a56c-a4c44928f3ea,a1eefa5e-2b40-4442-9892-eef488587d1a,75564.21,USD,failed,WALLET,Uber,2026-02-05T21:47:16.400053
67b22ed5-3142-4d92-87e7-fdfc8a6458f7,ac3f777d-9962-4676-a941-5ac8fd144f74,91272.16,INR,completed,WALLET,Zomato,2026-02-01T07:47:16.400058
0c9f21b3-8f19-457f-ba49-bb5884454702,f8924142-e834-4098-8316-701d4b23176a,2091.94,GBP,reversed,IMPS,Zomato,2026-03-24T05:47:16.400062
6d03d39f-67ef-4fe1-9b80-f931a793c672,66d5e4d1-3b3e-439a-9ebd-ca6dcdc38421,59611.31,EUR,completed,CARD,Amazon,2026-01-20T05:47:16.400067
31940449-b9c4-43cb-9d72-5c37f8e58d9c,05710db0-3842-4cb1-abe7-fe874ed9e4a3,87166.47,EUR,pending,UPI,Flipkart,2026-01-25T18:47:16.400071
e7992799-1b50-4b43-945e-ae4337bffbeb,183a5775-2c6c-4434-87f6-a07e889e852e,1116.41,USD,pending,IMPS,Amazon,2026-03-19T04:47:16.400076
b9393016-3bf4-455f-8d80-1dfa854672bc,5f8485ea-83cf-426b-b16a-b2c3d6f7d2b0,5184.52,USD,completed,UPI,Uber,2026-03-21T15:47:16.400080
80659eca-b4a1-43be-9d98-c5aee07a2e85,1fca47f2-d5eb-4784-aeab-0361655eca77,19509.26,GBP,pending,NEFT,Zomato,2026-03-07T20:47:16.400084
e6c5d691-2660-40b9-b6fc-24fae7d74469,2d3356d2-b476-40e6-a7d9-2733b9ae1a0b,58830.46,INR,pending,NEFT,Zomato,2026-02-07T18:47:16.400089
913093f1-668a-45cf-9c92-c5fd7ea55055,ccf39ddb-2bae-4f68-895c-841243cd6963,59513.33,SGD,failed,NEFT,Amazon,2026-01-22T23:47:16.400095
c672fe2f-60aa-4010-95f0-64e65cf41ca7,38fa0d0d-aad7-462c-ab4f-b2d666c81ea8,66650.43,EUR,completed,IMPS,Uber,2026-01-18T14:47:16.400100
abdd4955-1ca0-460a-a462-a3725130f9c3,b58ef2df-8b70-41f5-919b-b3eadd5a3e87,9442.96,USD,failed,CARD,Flipkart,2026-04-15T22:47:16.400104
370d38ae-9107-4a68-b0b4-a72a0cf6221c,934fb2a7-e22f-41ba-a91e-a4b2ad29076d,92598.66,USD,reversed,UPI,Netflix,2026-02-03T07:47:16.400108
1dac67c7-0bed-46d4-9aed-7fc98b7367f8,5e52b5e2-2bfa-4a70-ad31-1efa7c0f1e38,62631.94,USD,reversed,WALLET,Uber,2026-03-16T21:47:16.400113
8743cdec-6f99-429e-bf1c-5870fd611272,e43fab3c-341a-47ae-b47a-aafac8fad589,43477.26,INR,failed,UPI,Flipkart,2026-03-15T07:47:16.400117
a1cda72b-6aa3-47e2-8007-81dda523ffcc,f25e9105-249e-400e-84b4-96a843779ea7,9814.16,EUR,failed,UPI,Amazon,2026-01-22T00:47:16.400121
a8724e1a-5f19-48fb-be9e-13d234344a70,f4fabbf8-7624-4cd1-a94a-1c8a436c508e,52719.78,SGD,reversed,IMPS,Zomato,2026-04-03T01:47:16.400125
2ab6d5bd-c2b1-4fc1-b673-00de4c2a4aed,aa59ca85-ba55-4994-9cd3-050d8b422cb7,6631.29,EUR,completed,CARD,Uber,2026-03-17T17:47:16.400130
26491234-db3c-4cea-88d9-6cce2e756948,e11ffde1-7d72-45c2-a783-87e921a85a3c,88760.3,EUR,reversed,WALLET,Zomato,2026-02-02T21:47:16.400134
905d2e71-9d38-4396-9353-cb40be631a13,06964a0a-1844-49db-a44e-5d5701b4639d,20569.41,GBP,pending,CARD,Zomato,2026-03-08T07:47:16.400138
dc42a939-c0be-4d45-aeed-f7f4180938cf,faa7eb24-0b53-4d99-a558-a7641bdea028,82897.52,GBP,completed,UPI,Netflix,2026-01-17T20:47:16.400143
f8586791-07f1-494e-9e29-e2f21d618edc,8cdafcd2-b20e-43bd-beb4-b2692f232700,2253.8,GBP,completed,NEFT,Swiggy,2026-02-14T21:47:16.400147
cf5fb5e1-96a6-4ddd-9e57-65ce8ba7f64c,9ad8a7d5-45e0-454b-86fd-b5c21dca3159,79449.35,INR,completed,UPI,Flipkart,2026-04-05T01:47:16.400151
1cc9ea9f-ef77-4af5-a496-8d932e4984d7,15690185-550e-4e45-86fc-2b91c740216e,15088.93,GBP,reversed,UPI,Amazon,2026-02-01T20:47:16.400155
c5788d96-03a7-473e-b1b5-147cf95acd01,51ac682f-a6ed-4338-8821-3b09700d910a,75178.27,SGD,reversed,UPI,Flipkart,2026-02-18T18:47:16.400160
c3930b96-dc5a-49e1-9415-dd3a249b06da,a52452fc-b07c-4f0c-a227-1f349200de87,97785.81,USD,reversed,CARD,Amazon,2026-03-27T08:47:16.400164
84105a50-3c3f-4479-b531-0eb354a467ff,717fe028-eb84-4c46-b1d9-d7a1b88d0892,83323.75,EUR,reversed,UPI,Swiggy,2026-01-28T10:47:16.400168
3e533d59-a5a4-47ec-8af5-7ae343f6ef37,69674dec-5e8f-404b-9f7b-7b2ce7639105,95760.39,GBP,reversed,UPI,Netflix,2026-03-27T13:47:16.400172
eabdd835-b250-4d69-8d7b-07235bb40a9d,03aa5802-1fb7-4a67-98fb-a2a02623e450,49594.88,SGD,failed,WALLET,Swiggy,2026-03-04T07:47:16.400176
21cdf708-f498-4a17-9518-ec30d5392722,5801a771-d8e0-4e3e-abdc-efa50dd4490d,53848.9,SGD,completed,WALLET,Flipkart,2026-01-29T17:47:16.400181
970de06c-c54c-4c2e-a368-42bf9961f35e,18d4573a-7865-4cfc-bba6-965392952c6b,63462.42,INR,completed,CARD,Zomato,2026-02-23T01:47:16.400185
32c3a2f8-082f-4aaa-aa5e-a854c35f1453,dd9a50eb-e6ee-47d8-8d85-971bb55c4c17,96924.6,EUR,reversed,CARD,Swiggy,2026-03-22T21:47:16.400189
fc526818-2009-4008-9d43-6f8b44f81136,1e6f93c5-c496-4de9-a647-0ab63fc554d6,60134.81,EUR,reversed,NEFT,Netflix,2026-01-26T09:47:16.400193
d2146223-c220-4d20-bc32-f5ac9e443a53,224ad0ea-a9c5-453c-992e-2453b199d3b7,90537.2,GBP,completed,NEFT,Amazon,2026-02-03T05:47:16.400198
10391e30-9137-456e-866e-282a62bb6f0f,32e632ea-7d1d-4711-82ff-594e49e258b9,66076.25,GBP,pending,WALLET,Zomato,2026-02-20T07:47:16.400202
0c2702c9-154b-4963-ae94-baba0e9e9b55,a2ce4fc0-4fc1-4013-92bf-20ef5bfd08f1,26691.1,SGD,failed,IMPS,Amazon,2026-02-26T12:47:16.400207
e60d5f2a-27a1-41f9-9d62-9248f1ff961c,2e546de5-ff7d-43c9-abd4-b9c23571564f,14568.26,GBP,reversed,UPI,Flipkart,2026-01-16T22:47:16.400211
025b0b4d-af30-4799-b96e-dd3ccb40003f,ad55815e-85bd-457b-ae39-8ae62d4ced4c,66418.52,SGD,reversed,UPI,Netflix,2026-04-03T01:47:16.400215
45114ad5-c2e7-49b7-87e9-4d32695d97b7,4ad22ab1-658b-4a52-acfc-9c7bae61e301,10450.86,EUR,pending,UPI,Uber,2026-03-06T09:47:16.400219
4da9112d-47e5-4b91-ac9b-60b8ab9a9674,d574f4fd-e578-4cc8-97d1-cf92298b7540,47221.08,GBP,completed,NEFT,Netflix,2026-01-26T05:47:16.400224
4f1c5db6-a754-48c3-8474-9bad5a014a2c,b0627d30-0b2f-4e2f-86a6-6f2ff4021670,72329.27,SGD,pending,IMPS,Uber,2026-03-14T03:47:16.400228
a20cf25b-e07e-4a38-8658-2f0828a46bda,a371fab9-7bf0-4777-86a4-05b01912b31d,14440.59,SGD,completed,UPI,Flipkart,2026-01-27T00:47:16.400232
1e5e6b9d-d0dd-4fce-bfb3-d6131057668d,36c5828e-478f-4bba-a196-872282cc63a1,93510.5,USD,completed,UPI,Zomato,2026-02-10T08:47:16.400237
845956c2-c1d9-4f03-849d-f5e7986fa0aa,faa7eb24-0b53-4d99-a558-a7641bdea028,70808.07,USD,failed,IMPS,Netflix,2026-02-08T13:47:16.400241
f3c02607-ad2f-488c-92bb-74a8215f4799,6b0fe10e-669a-429c-babf-8f240e0ab74c,690.89,INR,failed,UPI,Amazon,2026-01-27T20:47:16.400245
f1713036-0f7e-4791-ae37-64cd1b2e81ec,19549cce-c7d3-49df-a0ac-526d360de6f9,11475.9,EUR,failed,WALLET,Flipkart,2026-04-07T20:47:16.400249
e999df2d-76d6-4798-bf63-61c23021992d,ea22c2e4-312e-4ff6-b46a-73a62eb136f1,61696.78,USD,completed,IMPS,Swiggy,2026-03-26T17:47:16.400254
ff17aaad-be57-42a2-8432-17f3a2ef7a31,cab5182f-4fc4-4930-9840-1bce195f0526,32396.33,EUR,pending,NEFT,Zomato,2026-03-11T22:47:16.400258
364b08b8-257b-4352-8d77-e32f2f3b4158,b652b8ee-917d-41cd-8e7b-4a164d19ecbd,33584.73,SGD,failed,IMPS,Uber,2026-03-20T11:47:16.400262
6c37fdd0-a27c-42ab-861c-129cd6c6cb69,c33d23c3-4343-4922-a574-57b27d254909,79268.62,GBP,failed,NEFT,Zomato,2026-01-26T04:47:16.400267
2fe9b44b-420e-4db7-9138-4d084896d9d3,3aaffd4f-44b3-49bc-8583-866f40e30beb,47287.33,USD,pending,CARD,Flipkart,2026-03-11T11:47:16.400271
0ec5c422-19ec-47f9-ae82-e2d17cf9357c,63b7a729-fbab-4a66-b20f-e2bad65db760,16845.97,INR,failed,UPI,Netflix,2026-03-24T20:47:16.400276
f366f68e-d3c1-4221-ad1c-909c4db0aebe,0483ca8f-66c4-430f-ada0-9907d994653a,28654.32,SGD,pending,IMPS,Netflix,2026-03-04T20:47:16.400285
10eb9d4e-0fba-4958-8352-e74fe092b494,d3e6fff0-2c7e-40ca-ab9f-18133adb14d0,45862.37,SGD,reversed,CARD,Amazon,2026-02-18T08:47:16.400290
e3e9416f-f324-4b4b-97fd-91bd2ff96f50,683b3ceb-f339-4a12-a00e-92fd202344bd,49580.6,SGD,pending,IMPS,Flipkart,2026-04-05T10:47:16.400294
c294abf2-0cbc-48f1-b3db-a1da85dfa3bf,97f56de8-170f-4ff6-9f30-b1b012417b69,89308.97,GBP,reversed,UPI,Netflix,2026-03-21T07:47:16.400299
